SMILES,QED,ChemAIrank
Cc1ccccc1C(c1noc(C(F)(F)c2ccccc2OCC(=O)N(C)C)n1)C(C)C,50.16,52.12
CC1(C)CN(c2ccc(C#N)c(N3CC(O)C(C)(C)C3)n2)CC1O,85.2,52.1
Cc1cc(C)n(-c2cncc(NC(c3ccc(Br)cc3)C(C)CO)n2)n1,63.91,52.09
Cc1ccc(OCCCC(=O)N(C)CC(=O)N(CC(C)C)c2c(N)n(CC(C)C)c(=O)[nH]c2=O)cc1,42.96,52.07
Cc1[nH]c(=O)c(C#N)c(C)c1CCC(=O)Nc1cccc(C2(C)NC(=O)NC2=O)c1,55.52,52.06
Cc1cc(NCc2ccc(N3CCC(O)CC3)c(F)c2)nc2c(C(C)C)cccc12,59.62,52.06
Cc1[nH]c(C(=O)NCC(C(C)C)N2CCOCC2)c(C)c1C(=O)OC(C)C,71.04,52.05
CCCCn1c(=O)[nH]c(=O)c2c1nc(CNc1ccc(-n3cccn3)c(F)c1)n2CC,45.18,52.04
CN1CCN(C2CCN(CCOc3ccccc3C#N)CC2)C1=O,82.64,52.02
N#Cc1cnc2c(F)c(F)c(F)cc2c1N1CCC(Cn2ccnn2)CC1,66.12,52.02
CCN(CC)c1ccc(NC(=O)CCCn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,60.78,52.01
Cc1cc(C)c(O)c(-c2n[nH]c3c2C(c2ccc(Cl)cc2)N(Cc2cccnc2)C3=O)c1,45.33,51.97
Cn1[nH]c(=O)c2c(C(=O)NC3CCCc4ccccc43)cc(C3CC3)nc21,75.17,51.97
COc1ccc2ncc(C#N)c(NCc3ccnc(N4CCNCC4)c3)c2c1,70.96,51.96
CC(=O)N1CCc2c(ncn(Cc3ncc(Br)cc3Cl)c2=O)C1,77.72,51.96
CCCCn1c(N)c(N(CCOC)C(=O)CN(C)CC(=O)Nc2ccc(Cl)c(Cl)c2)c(=O)[nH]c1=O,38.05,51.94
CCN(CC(=O)Nc1c(C)cccc1C)C(=O)c1ccnc(C(=O)O)c1,82.92,51.91
Cn1c(=O)c2c(ncn2CCCC(=O)N(Cc2ccncc2)Cc2cccnc2)n(C)c1=O,40.21,51.89
N#Cc1c(N2CCCCC2)nc(N)c2c(N)nc3c(c12)C(=O)CN3Cc1ccco1,67.48,51.88
Cn1c(=O)c2c(ncn2CC(=O)N2CCC(c3nc4ccccc4o3)CC2)n(C)c1=O,48.71,51.86
Cc1ccnc2nc(C(=O)N3CCCN(c4ncc(C(F)(F)F)cc4Cl)CC3)nn12,61.06,51.85
N#Cc1cc(C(=O)c2cc(Cl)ccc2O)cn(-c2cccc(C(F)(F)F)c2)c1=O,64.21,51.85
Cc1cc(NS(=O)(=O)c2cc([N+](=O)[O-])c(F)cc2C)c(C#N)cc1N(C)C,61.73,51.84
CCn1c(CN(C)C2CCCN(c3ccccc3)C2)nc2cc(C(=O)O)ccc21,69.03,51.84
CCCn1c(=O)c(CC(=O)c2ccccc2)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,45.22,51.82
Cc1nn(C)c2ncc(NC(=O)C(c3ccc(Cl)cc3Cl)N3CCOCC3)cc12,67.97,51.82
C=CCOCC1(C(=O)N2CCCC2CNC(=O)c2nn(-c3ccccc3)cc2OCC=C)CCCN(C(=O)OC(C)(C)C)C1,28.14,51.82
O=C(Nc1ccc(N2CCOCC2)cn1)c1nn(-c2ccc(F)cc2)c2c1CCC2,72.0,51.8
CCn1cnc2c1c(=O)n(CC(=O)Nc1ccc(C)c(Br)c1)c(=O)n2Cc1ccccc1,44.43,51.77
CN(C)CCN1Cc2cccc(NC(=O)c3nn(-c4ccccc4F)c4c3CCC4)c2C1,64.51,51.76
CC(C)Cc1ccc(C(Nc2ccc(C(=O)N3CCS(=O)(=O)CC3)cn2)C(C)C)cc1,70.07,51.75
CC(C)Cn1ncc(C(=O)Nc2nc(C(C)C)nn2C)c1C(F)F,87.68,51.72
N=c1c(C(=O)NC2CCCCC2)cc2c(=O)n3ccccc3nc2n1C1CCCC1,65.5,51.7
CCn1nc2c(c1C(=O)NC1CCC(O)(c3cccnc3)CC1)C[C@H](C)O[C@@H]2C,82.66,51.69
Cc1c(N(C)S(=O)(=O)c2cccc(C(=O)Nc3cc(C(F)(F)F)ccc3Cl)c2)c(=O)n(-c2ccccc2)n1C,33.88,51.68
Cn1c(=O)c2ccc(C(=O)Nc3ccc(-n4cccn4)c(F)c3)nc2n(C)c1=O,56.26,51.67
Cc1ccccc1CN(C)C(=O)CCCn1cnc2c1c(=O)n(C)c(=O)n2C,64.01,51.62
Cn1cc(S(=O)(=O)N2CCN(C(=O)c3ccc4c(=O)n(C)c(=O)n(C)c4n3)CC2)cc1C(N)=O,45.26,51.59
CCCCOc1ccc(C=C(CC(=O)NC(C)CCCC(C)C)c2nc3ccccc3s2)cc1,25.56,51.59
CC(CNc1nc(NCC(C)N2CCOCC2)c2cc(Cl)ccc2n1)N1CCOCC1,63.78,51.58
C=CCOc1cc(OC)ccc1C(=O)N1CCCC[C@@H]1CN(C)C(=O)C1(CC=C)CCCN(C(=O)OC(C)(C)C)C1,35.52,51.58
O=C1CCc2cc(F)c(NC(=O)C(=O)N3CCCN(c4cccnn4)CC3)cc2N1,71.76,51.57
COc1ncnc2c1CN(C(C)C(=O)Nc1ccc(Cl)cn1)CC2,90.97,51.55
Cc1[nH]c(-c2ncccn2)nc(=O)c1CC(=O)N1CCC[C@H]1CN1CCOCC1,77.74,51.54
CCN(CC)c1nc(N)c2c(N)nc3c(c2c1C#N)CC(=O)N3Cc1ccc(OC)cc1,60.81,51.52
CN(C)S(=O)(=O)c1ccc2c(c1)nc(CCC(=O)NCC(=O)Nc1ccc(F)c(F)c1F)n2C,46.2,51.49
CN(C)C1CCCC1Nc1ccc2nnc(C(F)(F)F)n2n1,93.93,51.48
Cc1sc2nc(CN3CCOCC3)nc(N(C)CC(=O)Nc3ccc(F)cc3)c2c1C,63.01,51.48
CC(C)c1nc(C=Cc2c[nH]nc2C(C)(C)C)ncc1C(=O)O,90.09,51.47
COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2C(=O)[C@@H]2[C@]1(C)C(=O)CC[C@@]2(C)C(=O)NCC(C)C,42.17,51.44
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(N3CCCCC3)(N3CCCCC3)N3CCCCC3)cc2)cc1,15.85,51.44
Cc1c(C(=O)N(C)Cc2cccc(Cl)c2Cl)cnc2c1c(=O)n(C)c(=O)n2C,65.15,51.43
CCC1CN(C(=O)c2cc(NC(C)=O)ccc2F)C(CC)CN1CC(C)(C)O,77.95,51.4
COc1cc2c(cc1OC)CN(CC(=O)Nc1c(C#N)c(C)c(C)n1CC1CCCO1)CC2,69.43,51.39
Cc1cc2occ(CC(=O)Nc3ccc(CCN4CCC(O)CC4)cc3)c2cc1C(C)C,54.64,51.38
CC1(C(=O)C(C#N)=c2sc(=Cc3ccccc3Oc3ccc(Br)cc3F)c(=O)n2-c2ccc(F)c(Cl)c2)CC1,25.32,51.38
N#CC(C#N)=C(C#N)c1ccc(N=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(Cl)c1,23.81,51.37
Cn1c(=O)c2c(ncn2CC(=O)Nc2sc3c(c2C#N)CCCCC3)n(C)c1=O,65.09,51.37
CCCn1c(N)c(-c2csc(-c3ccc(NC(=O)C4CC4)cc3)n2)c(=O)n(C)c1=O,63.06,51.36
CN(Cc1cc(F)c(F)c(F)c1)c1c(C#N)c(=O)n(C)c(=O)n1C,78.34,51.33
Cc1cc(C(=O)CSc2nnc(CCC(N)=O)n2C2CC2)c(C)n1-c1ccc(OC(F)F)cc1,32.23,51.32
CC1CN(CC(C)(C)O)CCN1C(=O)c1ccc2c(=O)n(C)c(=O)n(C)c2n1,76.32,51.32
CCCc1cc(C(=O)OCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2OC(C)C)[nH]n1,47.79,51.29
Cc1[nH]c(-c2ncccn2)nc(=O)c1CC(=O)N1CCCC(C)C1CN.Cl,80.35,51.28
Cc1cc(=O)c(C(=O)NC(C)C(c2ccccc2)N2CCCC2)nn1-c1cccc(C(F)(F)F)c1,55.9,51.26
Cn1c(=O)c2c(ncn2CCCC(=O)Nc2cccc(-c3nnn[nH]3)c2)n(C)c1=O,45.69,51.26
CN(C)c1ccnc(C(=O)Nc2c(F)cccc2NC2CC2)c1,89.01,51.24
CNC(=O)c1cc(Oc2cccc(NC(=O)c3cncc4nc(C(F)(F)F)[nH]c34)c2)ccn1,42.03,51.23
CC1CC(=O)Nc2ccccc2N1C(=O)CN(C)C(=O)NC1CCCCCCC1,81.46,51.22
CC(C)Cc1cc(C(=O)Nc2cccc(-n3ncc(C(=O)O)c3C(F)(F)F)c2)[nH]n1,56.09,51.16
Cc1c(O)ccc2c(CN(C)CC(=O)Nc3cccc4ccccc34)cc(=O)oc12,49.27,51.15
CC1(C)COC(c2ccccc2)CN1C(=O)c1cc(C(=O)O)ccn1,92.92,51.13
Cc1cc(O)c(CN(C)C(C2CC2)C2CC2)cc1C(C)C,83.56,51.13
CC1c2ccccc2CN1C(=O)CN1C(=O)CCC(N2Cc3ccc(N)cc3C2=O)C1=O,58.88,51.12
COc1ccc(C)cc1-n1ccc(C(=O)Nc2cccc3cnccc23)n1,59.88,51.11
O=C(Nc1ccc(Br)cn1)C1CCN(C(=O)c2n[nH]c3c2CCC3)CC1,80.18,51.11
CCOc1ccccc1C1C(C#N)=C(SCC(=O)Nc2ccc(C)c(C)c2)NC(C)=C1C(=O)OC,50.44,51.1
CN(Cc1nc(-c2cccs2)no1)C1c2cc(Cl)cc(Cl)c2CC1O,71.65,51.09
Fc1ccc(-c2cc(-c3csc(=NCCc4ccc(Cl)cc4Cl)n3N=Cc3cnn(-c4ccc(F)cc4)c3)on2)cc1,16.39,51.07
N#Cc1cc(C(=O)c2cc(Br)ccc2O)cn(-c2cccc(C(F)(F)F)c2)c1=O,58.33,51.04
Cc1c(NC(=O)c2ccc(C(=O)O)cc2F)cccc1C(=O)N1CCCC1,86.44,51.03
CCCCn1c(=O)[nH]c(=O)c2c1nc(-c1cccc(C)c1C)n2CCOC,69.31,51.03
CC(OC(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O)C(=O)Nc1ccnn1C(C)C,52.98,51.02
CC(NC(C)C1CC2CCC1C2)=C1C(=O)NC(=S)N(CC(C)C)C1=O,44.77,51.01
Cn1c(=O)c2c(ncn2CC(=O)N2CCc3sccc3C2c2cccs2)n(C)c1=O,48.49,51.0
Cc1c(NC(=O)c2cccc(NC(=O)c3cccnc3N3CCCC3)c2)c(=O)n(-c2ccccc2)n1C,42.05,50.99
CC(NC(C)c1nc2ccccc2n1C(C)C)C(=O)Nc1ccc(F)c(F)c1,65.23,50.97
Cc1cc(N2CCN(Cc3ccc(C#N)cc3)C(=O)C2)c(C#N)c(C)n1,85.2,50.97
Cc1cc(C(C)(C)C)cc(C)c1Cn1nc(C)c(C)c(C#N)c1=O,84.65,50.96
Cc1nn(-c2ccc(C(F)(F)F)cn2)c(C)c1CC(=O)Nc1cccc2[nH]ccc12,51.48,50.96
CCc1ccc(OCc2nnc(SCC(=O)Nc3nc(-c4ccc(Cl)c(Cl)c4)cs3)n2CC(C)C)cc1,18.97,50.91
Cc1cc(NCC(C2CC2)N(C)C(=O)c2nn(C)c(C)c2Cl)nc(C)n1,83.84,50.91
Cc1c(NC(=O)c2cc3c(s2)-c2ccccc2CC3)c(=O)n(-c2ccccc2)n1C,53.31,50.88
CC(C)CCn1c(N2CCc3ccccc3C2)nc2c1c(=O)[nH]c(=O)n2C,76.56,50.87
C=CCOc1ccccc1C(=O)NC1CCC2CCN(C(=O)C3(CC=C)CN(C(=O)OC(C)(C)C)C3)C1C2,50.48,50.87
Cc1ccc(NC(=O)C2CCN(Cc3c(C)ccc(C(C)C)c3O)CC2)nc1,80.67,50.85
Cn1ccnc1CC1CCCN(C(=O)c2cnc3n(c2=O)CCS3)C1,76.96,50.83
Cc1c([C@H]2[C@H](Nc3nc4c(c(=O)[nH]c(=O)n4C)n3C)CC(=O)N2C)cnn1C,61.89,50.82
Cc1nccn1CCCCNC(=O)C1CCc2[nH]nc(C(F)(F)F)c2C1,76.89,50.82
CCn1c(CNc2ccccc2N2CCCCC2)nc2cc(S(=O)(=O)N3CCOCC3)ccc21,55.23,50.81
